"schoolName","state","website","stateAbb","schoolType","charterSchool","magnetSchool","locale","totalStudents","lowestGrade","highestGrade","totalRace","raceNative","raceAsian","raceHispanic","raceBlack","raceWhite","raceHawaiian","raceMultiple","studentTeacherRatio","teacherCount","matches","pWhite","pBlack","pHispanic"
"ROCHESTER HIGH SCHOOL","Washington","www.rochester.wednet.edu","WA ","1-Regular school","2-No","–","41-Rural: Fringe",660,"9th Grade","12th Grade",660,21,2,116,4,485,1,31,19.32,34.17,"handbook",73,1,18
"ROCK CREEK HS","Oklahoma","www.rockcreekisd.net","OK ","1-Regular school","2-No",NA,"43-Rural: Remote",144,"9th Grade","12th Grade",144,34,1,8,1,99,0,1,18.27,7.88,"handbook",69,1,6
"ROCKFORD HIGH SCHOOL","Michigan","www.rockfordschools.org","MI ","1-Regular school","2-No","2-No","21-Suburb: Large",1904,"9th Grade","12th Grade",1904,1,46,75,10,1703,0,69,22.86,83.29,"handbook",89,1,4
"ROCKLAND SENIOR HIGH","Massachusetts","www.rocklandschools.org","MA ","1-Regular school","2-No","2-No","21-Suburb: Large",673,"9th Grade","12th Grade",673,0,2,44,30,574,0,23,14.44,46.6,"guide",85,4,7
"ROCKY BOY HIGH SCHOOL","Montana","www.rockyboy.k12.mt.us","MT ","1-Regular school",NA,"2-No","43-Rural: Remote",132,"9th Grade","12th Grade",132,129,0,2,0,1,0,0,11.31,11.67,"guide",1,0,2
"ROCKY POINT HIGH SCHOOL","New York","www.rockypointschools.org","NY ","1-Regular school","2-No","2-No","41-Rural: Fringe",1070,"9th Grade","12th Grade",1070,0,12,97,14,940,NA,7,16.06,66.64," dress",88,1,9
"ROGER L. PUTNAM VOCATIONAL TECHNICAL ACADEMY","Massachusetts","www.springfieldpublicschools.com","MA ","3-Vocational school","2-No","2-No","12-City: Mid-size",1430,"9th Grade","12th Grade",1430,0,26,931,283,179,1,10,10.58,135.15,"guide",13,20,65
"ROGERS H S","Texas","www.rogersisd.org","TX ","1-Regular school","2-No","2-No","42-Rural: Distant",300,"9th Grade","12th Grade",300,0,1,80,6,210,0,3,12.2,24.6,"guide",70,2,27
"ROME FREE ACADEMY","New York","www.romecsd.org","NY ","1-Regular school","2-No","2-No","31-Town: Fringe",1459,"9th Grade","12th Grade",1459,5,22,77,130,1214,NA,11,14.18,102.86,"guide",83,9,5
"ROMULUS ADULT EDUCATION ALTERNATIVE","Michigan","romulus.net","MI ","1-Regular school","2-No","2-No","21-Suburb: Large",23,"9th Grade","12th Grade",23,0,0,1,12,10,0,0,31.08,0.74,"guide",43,52,4
"RONDOUT VALLEY HIGH SCHOOL","New York","www.rondout.k12.ny.us","NY ","1-Regular school","2-No","2-No","42-Rural: Distant",618,"9th Grade","12th Grade",618,6,8,22,20,558,NA,4,10.93,56.56,"manual",90,3,4
"ROOSEVELT SENIOR HIGH","Minnesota","http://www.mpls.k12.mn.us/","MN ","1-Regular school","2-No","2-No","11-City: Large",910,"9th Grade","12th Grade",910,52,30,316,322,188,0,2,12.57,72.41,"guide",21,35,35
"ROOTS CHARTER HIGH SCHOOL","UTAH","www.rootshigh.org","UT ","1-Regular school","1-Yes","2-No","21-Suburb: Large",156,"9th Grade","12th Grade",156,2,0,25,4,118,2,5,NA,NA,"handbook",76,3,16
"ROSA FORT HIGH SCHOOL","Mississippi","www.tunicak12.org","MS ","1-Regular school","2-No","2-No","32-Town: Distant",536,"9th Grade","12th Grade",536,0,0,5,529,0,0,2,14.96,35.84,"handbook",0,99,1
"ROSEMONT HIGH","California","http://rosemont.scusd.edu/","CA ","1-Regular school","2-No","2-No","21-Suburb: Large",1355,"9th Grade","12th Grade",1355,7,148,419,239,447,22,73,23.12,58.6,"handbook",33,18,31
"ROSIE SORRELLS EDUCATION AND SOCIAL SERVICES H S","Texas","www.dallasisd.org/essm","TX ","1-Regular school","2-No","1-Yes","11-City: Large",323,"9th Grade","12th Grade",323,1,4,199,110,9,0,0,14.02,23.04,"handbook",3,34,62
"ROUND MOUNTAIN HIGH SCHOOL","Nevada","http://rndmtn-js-hs.nye.k12.nv.us","NV ","1-Regular school","2-No","2-No","43-Rural: Remote",79,"9th Grade","12th Grade",79,3,0,13,0,63,0,0,11.29,7,"handbook",80,0,16
"ROUNDUP H S","Montana","roundup.k12.mt.us","MT ","1-Regular school",NA,"2-No","43-Rural: Remote",171,"9th Grade","12th Grade",171,2,0,14,3,150,0,2,11.17,15.31,"handbook",88,2,8
"ROWLETT H S","Texas","www.garlandisd.net/rhs","TX ","1-Regular school","2-No","2-No","21-Suburb: Large",2710,"9th Grade","12th Grade",2710,20,131,984,534,983,3,55,15.97,169.65,"guide",36,20,36
"ROYAL PALM BEACH HIGH SCHOOL","Florida","http://www.rpbhs.org/","FL ","1-Regular school","2-No","1-Yes","21-Suburb: Large",2229,"9th Grade","12th Grade",2229,8,74,710,927,407,5,98,17.83,125,"manual",18,42,32
"ROYAL VALLEY HIGH","Kansas","www.rv337.com","KS ","1-Regular school","2-No","2-No","42-Rural: Distant",259,"9th Grade","12th Grade",259,66,2,13,5,167,1,5,9.63,26.9,"handbook",64,2,5
"RUSK H S","Texas","www.ruskisd.net","TX ","1-Regular school","2-No","2-No","41-Rural: Fringe",597,"9th Grade","12th Grade",597,1,2,89,91,396,0,18,14.03,42.54,"handbook",66,15,15
"RUSSELL HIGH","Kansas","http://www.usd407.org","KS ","1-Regular school","2-No","2-No","33-Town: Remote",236,"9th Grade","12th Grade",236,0,2,10,8,210,0,6,9.33,25.3,"guide",89,3,4
"RUSSELLVILLE HIGH","Missouri","www.cole-mo.schoolloop.com","MO ","1-Regular school","2-No","2-No","42-Rural: Distant",203,"9th Grade","12th Grade",203,0,1,2,0,196,2,2,11.73,17.3,"appearance",97,0,1
"RUTHERFORD HIGH SCHOOL","Florida","http://www.bay.k12.fl.us/","FL ","1-Regular school","2-No","2-No","22-Suburb: Mid-size",1065,"9th Grade","12th Grade",1065,2,63,54,324,546,5,71,20.09,53,"guide",51,30,5
"RUTLAND SENIOR HIGH SCHOOL","Vermont","http://rhs.rutlandcitypublicschools.org/","VT ","1-Regular school",NA,"2-No","32-Town: Distant",853,"9th Grade","12th Grade",853,0,14,30,6,782,0,21,9.17,93.07,"handbook",92,1,4
"S GARLAND H S","Texas","www.garlandisd.net/sghs","TX ","1-Regular school","2-No","2-No","21-Suburb: Large",2247,"9th Grade","12th Grade",2247,9,15,1636,409,163,2,13,14.23,157.88,"guide",7,18,73
"S GRANVILLE HS OF HEALTH LIFE SCIENCES","North Carolina","www.gcs.k12.nc.us/sghshls","NC ","1-Regular school","2-No","2-No","41-Rural: Fringe",436,"9th Grade","12th Grade",436,1,2,53,91,265,0,24,25.65,17,"manual",61,21,12
"S GRANVILLE HS OF INTEG TECH & LEAD","North Carolina","www.gcs.k12.nc.us/sghsbgc","NC ","1-Regular school","2-No","2-No","41-Rural: Fringe",430,"9th Grade","12th Grade",430,0,0,55,115,251,0,9,14.75,29.16,"manual",58,27,13
"S.F. INTERNATIONAL HIGH","California","www.sfusd.edu","CA ","4-Alternative/other school","2-No","2-No","11-City: Large",302,"9th Grade","12th Grade",302,0,90,183,1,14,0,14,12.82,23.55,"handbook",5,0,61
"SACHSE H S","Texas","www.garlandisd.net/shs","TX ","1-Regular school","2-No","2-No","21-Suburb: Large",2792,"9th Grade","12th Grade",2792,20,296,985,436,1004,1,50,16.1,173.45,"guide",36,16,35
"SAGE ACADEMY CHARTER SCHOOL","Minnesota","www.sageacademy.org","MN ","1-Regular school","1-Yes","2-No","21-Suburb: Large",84,"9th Grade","12th Grade",84,0,2,12,29,35,0,6,11.78,7.13,"appearance",42,35,14
"SAINT CROIX CENTRAL HIGH","Wisconsin","www.scc.k12.wi.us","WI ","1-Regular school","2-No","2-No","32-Town: Distant",406,"9th Grade","12th Grade",406,1,2,7,3,385,1,7,14.54,27.93,"guide",95,1,2
"SAINT HELENA HIGH","California","www.sthelena.k12.ca.us","CA ","1-Regular school","2-No","2-No","31-Town: Fringe",475,"9th Grade","12th Grade",475,3,4,225,3,239,1,0,14.49,32.77,"manual",50,1,47
"SALEM HIGH SCHOOL","New Hampshire","www.sau57.org/shs","NH ","1-Regular school","2-No","2-No","21-Suburb: Large",1205,"9th Grade","12th Grade",1205,0,35,70,17,1074,0,9,10.97,109.8,"guide",89,1,6
"SALEM PREP HIGH SCHOOL","Massachusetts","www.salemk12.org","MA ","1-Regular school","2-No","2-No","21-Suburb: Large",13,"9th Grade","12th Grade",13,0,0,2,2,8,0,1,2.78,4.68,"handbook",62,15,15
"SALIDA HIGH SCHOOL","Colorado","www.salidaschools.com","CO ","1-Regular school","2-No","2-No","33-Town: Remote",325,"9th Grade","12th Grade",325,0,6,45,0,266,1,7,12.98,25.03,"guide",82,0,14
"SALINA HS","Oklahoma","www.salina.k12.ok.us","OK ","1-Regular school","2-No",NA,"42-Rural: Distant",307,"9th Grade","12th Grade",307,203,0,6,3,89,0,6,17.2,17.85,"handbook",29,1,2
"SALINE ALTERNATIVE HIGH SCHOOL","Michigan","www.salineschools.com","MI ","4-Alternative/other school","2-No","2-No","21-Suburb: Large",38,"9th Grade","12th Grade",38,0,1,0,1,35,0,1,30.4,1.25,"guide",92,3,0
"SALISBURY HIGH","North Carolina","www.rss.k12.nc.us/schoolpgs/shs/shs.html","NC ","1-Regular school","2-No","2-No","22-Suburb: Mid-size",855,"9th Grade","12th Grade",855,3,21,159,409,242,0,21,14.31,59.73,"handbook",28,48,19
"SALLISAW HS","Oklahoma","www.sallisawps.org","OK ","1-Regular school","2-No",NA,"32-Town: Distant",630,"9th Grade","12th Grade",630,273,8,56,16,274,0,3,15.18,41.5,"handbook",43,3,9
"SALMON RIVER HIGH SCHOOL","New York","www.srk12.org","NY ","1-Regular school","2-No","2-No","42-Rural: Distant",441,"9th Grade","12th Grade",441,295,1,6,1,135,NA,3,13.36,33.02,"guide",31,0,1
"SALT LAKE SCHOOL FOR THE PERFORMING ARTS","Utah","http://www.saltlakespa.org","UT ","1-Regular school","1-Yes","1-Yes","12-City: Mid-size",309,"9th Grade","12th Grade",309,3,4,25,9,243,9,16,NA,NA," dress",79,3,8
"SALT RIVER ACCELERATED LEARNING ACADEMY","Arizona","http://ala.srpmic-ed.org","AZ ","1-Regular school","1-Yes","–","41-Rural: Fringe",43,"9th Grade","12th Grade",43,41,0,2,0,0,0,0,NA,NA,"handbook",0,0,5
"SALTILLO HIGH SCHOOL","Mississippi","www.leecountyschools.us/schools/saltillo-high-school","MS ","1-Regular school","2-No","2-No","41-Rural: Fringe",988,"9th Grade","12th Grade",988,0,11,7,112,853,0,5,18.46,53.53,"handbook",86,11,1
"SAMUELI ACADEMY","California","www.samueliacademy.org/","CA ","1-Regular school","1-Yes","2-No","11-City: Large",376,"9th Grade","12th Grade",376,1,8,314,3,40,0,10,18.83,19.97,"handbook",11,1,84
"SAN ANTONIO CAN ACADEMY","Texas","www.texanscan.org","TX ","4-Alternative/other school","1-Yes","2-No","11-City: Large",402,"9th Grade","12th Grade",402,0,1,386,7,8,0,0,24.12,16.67,"guide",2,2,96
"SAN ANTONIO HIGH (CONTINUATION)","California",NA,"CA ","4-Alternative/other school","2-No","2-No","21-Suburb: Large",88,"9th Grade","12th Grade",88,0,5,42,8,28,0,5,18.11,4.86," dress",32,9,48
"SAN CLEMENTE HIGH","California","www.sctritons.com/","CA ","1-Regular school","2-No","2-No","21-Suburb: Large",3024,"9th Grade","12th Grade",3024,11,70,744,24,1994,8,173,26.8,112.82,"appearance",66,1,25
"SAN DIEGO H S","Texas","www.sdisd.esc2.net","TX ","1-Regular school","2-No","2-No","32-Town: Distant",381,"9th Grade","12th Grade",381,1,0,379,0,1,0,0,12.89,29.56,"handbook",0,0,99
"SAN FERNANDO SENIOR HIGH","California","www.sanfernandohs.com","CA ","1-Regular school","2-No","1-Yes","11-City: Large",2222,"9th Grade","12th Grade",2222,11,17,2123,17,38,0,16,21.78,102,"manual",2,1,96
"SAN JON HIGH","New Mexico","http://www.sanjonschools.com/","NM ","1-Regular school","2-No",NA,"43-Rural: Remote",28,"9th Grade","12th Grade",28,0,1,15,0,12,0,0,6.31,4.44,"handbook",43,0,54
"SAN JUAN HILLS HIGH","California","www.sjhhs.org","CA ","1-Regular school","2-No","2-No","21-Suburb: Large",2392,"9th Grade","12th Grade",2392,6,119,761,15,1378,3,110,26.86,89.05,"appearance",58,1,32
"SAN MARCOS HIGH","California","www.smusd.org","CA ","1-Regular school","2-No","2-No","21-Suburb: Large",3048,"9th Grade","12th Grade",3048,15,266,1247,86,1369,27,38,26.56,114.75,"guide",45,3,41
"SAN PEDRO SENIOR HIGH","California","www.sanpedrohs.org","CA ","1-Regular school","2-No","1-Yes","11-City: Large",2489,"9th Grade","12th Grade",2489,18,83,1691,179,474,22,22,23.37,106.51,"guide",19,7,68
"SAN PEDRO VALLEY HIGH SCHOOL","Arizona","http://bensonspvhs.sharpschool.net/","AZ ","1-Regular school","1-Yes","–","32-Town: Distant",27,"9th Grade","12th Grade",27,0,0,3,1,21,1,1,NA,NA," dress",78,4,11
"SAND CREEK HIGH SCHOOL","Colorado","http://www.d49.org","CO ","1-Regular school","2-No","2-No","11-City: Large",1274,"9th Grade","12th Grade",1274,8,52,311,154,638,11,100,20.52,62.08," dress",50,12,24
"SANDY HIGH SCHOOL","Oregon","www.oregontrailschools.com/Domain/83","OR ","1-Regular school","2-No",NA,"31-Town: Fringe",1389,"9th Grade","12th Grade",1389,23,14,182,8,1088,4,70,25.25,55.02,"guide",78,1,13
"SANGER HIGH","California","www.sanger.k12.ca.us","CA ","1-Regular school","2-No","2-No","31-Town: Fringe",2852,"9th Grade","12th Grade",2852,12,388,2030,40,351,6,25,23.55,121.1,"handbook",12,1,71
"SANTA BARBARA COUNTY ROP-SOUTH","California","www.sbceo.org/~ropsouth","CA ","3-Vocational school","2-No","–","22-Suburb: Mid-size",NA,"9th Grade","12th Grade",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guide",NA,NA,NA
"SANTA CRUZ CENTER FOR SUCCESS","Arizona","http://www.scvuhs.org","AZ ","1-Regular school","2-No","–","31-Town: Fringe",22,"9th Grade","12th Grade",22,0,0,17,2,3,0,0,22,1,"handbook",14,9,77
"SANTA FE HS","Oklahoma","edmondschools.net","OK ","1-Regular school","2-No",NA,"21-Suburb: Large",2220,"9th Grade","12th Grade",2220,53,165,227,462,1115,2,196,17.85,124.38,"handbook",50,21,10
"SANTA FE SOUTH HS","Oklahoma","http://www.santafesouth.org","OK ","1-Regular school","1-Yes",NA,"11-City: Large",760,"9th Grade","12th Grade",760,2,6,658,28,64,0,2,20.86,36.43,"handbook",8,4,87
"SANTA PAULA HIGH","California","www.santapaulaunified.org","CA ","1-Regular school","2-No","2-No","31-Town: Fringe",1588,"9th Grade","12th Grade",1588,0,3,1510,2,69,2,2,24.33,65.26,"manual",4,0,95
"SANTA YNEZ VALLEY UNION HIGH","California","www.syvpirates.org/","CA ","1-Regular school","2-No","2-No","32-Town: Distant",966,"9th Grade","12th Grade",966,13,7,397,3,511,0,35,19.4,49.8,"manual",53,0,41
"SARALAND HIGH SCH","Alabama","http://www.shspartans.com","AL ","1-Regular school","2-No","2-No","21-Suburb: Large",1011,"9th Grade","12th Grade",1011,16,11,11,157,809,1,6,18.81,53.75,"handbook",80,16,1
"SARANAC HIGH SCHOOL","New York","www.saranac.org","NY ","1-Regular school","2-No","2-No","42-Rural: Distant",443,"9th Grade","12th Grade",443,1,1,3,4,431,NA,3,11.63,38.1,"handbook",97,1,1
"SARASOTA MILITARY ACADEMY","Florida","www.sarasotamilitaryacademy.com","FL ","1-Regular school","1-Yes","2-No","13-City: Small",1016,"9th Grade","12th Grade",1016,2,14,190,55,732,1,22,14.94,68,"handbook",72,5,19
"SARATOGA SPRINGS HIGH SCHOOL","New York","www.saratogaschools.org","NY ","1-Regular school","2-No","2-No","23-Suburb: Small",2168,"9th Grade","12th Grade",2168,2,35,52,53,1998,NA,28,15.75,137.61,"guide",92,2,2
"SAUGATUCK HIGH SCHOOL","Michigan","www.saugatuckps.com","MI ","1-Regular school","2-No","2-No","31-Town: Fringe",290,"9th Grade","12th Grade",290,3,0,15,0,263,0,9,19.8,14.65,"handbook",91,0,5
"SAUK PRAIRIE HIGH","Wisconsin","www.saukprairieschools.org","WI ","1-Regular school","2-No","2-No","32-Town: Distant",822,"9th Grade","12th Grade",822,1,8,85,1,709,3,15,15.31,53.69,"handbook",86,0,10
"SAUK RAPIDS-RICE SENIOR HIGH","Minnesota","ISD47.org","MN ","1-Regular school","2-No","2-No","41-Rural: Fringe",1301,"9th Grade","12th Grade",1301,13,24,33,53,1145,1,32,17.91,72.63,"guide",88,4,3
"SAVAGE HIGH SCHOOL","Montana","www.savagepublicschool.com","MT ","1-Regular school",NA,"2-No","43-Rural: Remote",36,"9th Grade","12th Grade",36,1,0,1,0,34,0,0,8.47,4.25," dress",94,0,3
"SAVANNA HS","Oklahoma","http://www.savanna.k12.ok.us/","OK ","1-Regular school","2-No",NA,"42-Rural: Distant",174,"9th Grade","12th Grade",174,72,2,1,0,98,0,1,14.46,12.03,"handbook",56,0,1
"SAVANNAH HIGH","Missouri","www.savannahr3.com","MO ","1-Regular school","2-No","2-No","31-Town: Fringe",743,"9th Grade","12th Grade",743,4,5,10,7,707,3,7,14.96,49.65,"handbook",95,1,1
"SAYRE HS","Oklahoma","www.sayre.k12.ok.us","OK ","1-Regular school","2-No",NA,"33-Town: Remote",197,"9th Grade","12th Grade",197,5,1,27,3,151,0,10,15.12,13.03,"guide",77,2,14
"SCCC HIGH SCHOOL COMPLETION","Washington","seattlecentral.edu","WA ","1-Regular school","2-No","–","11-City: Large",0,"9th Grade","12th Grade",0,0,0,0,0,0,0,0,NA,NA,"guide",NA,NA,NA
"SCH OF HIST AND DRAMATIC ARTS AT SONIA SOTOMAYOR LRNG ACADS","California","http://sohda-lausd-ca.schoolloop.com","CA ","1-Regular school","2-No","2-No","11-City: Large",361,"9th Grade","12th Grade",361,0,19,329,2,10,1,0,20.93,17.25,"manual",3,1,91
"SCHALMONT HIGH SCHOOL","New York","www.schalmont.org","NY ","1-Regular school","2-No","2-No","21-Suburb: Large",609,"9th Grade","12th Grade",609,1,10,19,13,549,NA,17,14.96,40.72,"guide",90,2,3
"SCHENECTADY HIGH SCHOOL","New York","www.schenectady.k12.ny.us","NY ","1-Regular school","2-No","2-No","13-City: Small",2718,"9th Grade","12th Grade",2718,4,539,424,960,762,NA,29,16.86,161.25,"guide",28,35,16
"SCHOOL COMMUNITY GUIDANCE CENTER","Texas","www.dallasisd.org/scgc","TX ","4-Alternative/other school","2-No","2-No","11-City: Large",96,"9th Grade","12th Grade",96,1,0,64,25,6,0,0,3.59,26.72,"handbook",6,26,67
"SCHOOL FOR THE TALENTED AND GIFTED","Texas","www.dallasisd.org/tagmagnet","TX ","1-Regular school","2-No","1-Yes","11-City: Large",256,"9th Grade","12th Grade",256,1,60,76,23,90,2,4,14.81,17.28,"handbook",35,9,30
"SCHOOL OF BUSINESS AND MANAGEMENT","Texas","www.dallasisd.org/businessmagnet","TX ","1-Regular school","2-No","1-Yes","11-City: Large",521,"9th Grade","12th Grade",521,1,12,391,104,8,1,4,17.59,29.62,"handbook",2,20,75
"SCHOOL OF CAREER AND TECHNICAL ED","Mississippi","http://nahighschool.com/tech","MS ","3-Vocational school","2-No","2-No","33-Town: Remote",NA,"9th Grade","12th Grade",0,NA,NA,NA,NA,NA,NA,NA,NA,9.87,"handbook",NA,NA,NA
"SCHOOL OF HEALTH PROFESSIONS","Texas","www.dallasisd.org/healthmagnet","TX ","1-Regular school","2-No","1-Yes","11-City: Large",552,"9th Grade","12th Grade",552,2,14,389,125,17,4,1,16.45,33.56,"handbook",3,23,70
"SCHOOL OF SCIENCE AND ENGINEERING","Texas","www.dallasisd.org/semagnet","TX ","1-Regular school","2-No","1-Yes","11-City: Large",413,"9th Grade","12th Grade",413,6,53,238,55,55,2,4,17.42,23.71,"handbook",13,13,58
"SCHUYLERVILLE HIGH SCHOOL","New York","www.schuylervilleschools.org","NY ","1-Regular school","2-No","2-No","41-Rural: Fringe",572,"9th Grade","12th Grade",572,0,5,11,15,541,NA,0,13.32,42.93,"guide",95,3,2
"SCOTIA-GLENVILLE SENIOR HIGH SCHOOL","New York","www.scotiaglenvilleschools.org","NY ","1-Regular school","2-No","2-No","21-Suburb: Large",792,"9th Grade","12th Grade",792,1,24,17,35,713,NA,2,15.98,49.56,"guide",90,4,2
"SCOTTS VALLEY HIGH","California","www.svhs.scottsvalleyusd.org","CA ","1-Regular school","2-No","2-No","22-Suburb: Mid-size",841,"9th Grade","12th Grade",841,2,12,128,2,623,2,72,23.1,36.41,"appearance",74,0,15
"SEAGOVILLE H S","Texas","www.dallasisd.org/seagovillehs","TX ","1-Regular school","2-No","1-Yes","11-City: Large",1355,"9th Grade","12th Grade",1355,7,1,848,263,223,0,13,15.77,85.91,"handbook",16,19,63
"SEALY H S","Texas","sealyisd.com","TX ","1-Regular school","2-No","2-No","41-Rural: Fringe",860,"9th Grade","12th Grade",860,0,3,367,95,384,2,9,14.24,60.4,"handbook",45,11,43
"SEDRO WOOLLEY SENIOR HIGH SCHOOL","Washington","www.swsd.k12.wa.us","WA ","1-Regular school","2-No","–","23-Suburb: Small",1207,"9th Grade","12th Grade",1207,27,15,193,5,925,1,41,20.15,59.9,"guide",77,0,16
"SEEKONK HIGH","Massachusetts","www.seekonk.k12.ma.us","MA ","1-Regular school","2-No","2-No","21-Suburb: Large",586,"9th Grade","12th Grade",586,0,17,14,4,540,0,11,13.33,43.97,"manual",92,1,2
"SEGUIN H S","Texas",NA,"TX ","1-Regular school","2-No","2-No","11-City: Large",1645,"9th Grade","12th Grade",1645,9,203,546,596,260,3,28,13.71,120.01,"handbook",16,36,33
"SEMINOLE HEIGHTS CHARTER HIGH SCHOOL","Florida","http://www.sdhc.k12.fl.us/","FL ","4-Alternative/other school","1-Yes","2-No","11-City: Large",354,"9th Grade","12th Grade",354,0,0,111,196,33,1,13,39.33,9,"manual",9,55,31
"SEMINOLE HIGH SCHOOL","Florida","http://www.seminole-hs.pinellas.k12.fl.us","FL ","1-Regular school","2-No","1-Yes","21-Suburb: Large",2090,"9th Grade","12th Grade",2090,8,47,184,88,1703,1,59,20.69,101," dress",81,4,9
"SENATH-HORNERSVILLE HIGH SCHOO","Missouri","www.shs.k12.mo.us","MO ","1-Regular school","2-No","2-No","42-Rural: Distant",213,"9th Grade","12th Grade",213,2,1,78,2,128,0,2,12.64,16.85,"handbook",60,1,37
"SENECA HIGH","Wisconsin","www.seneca.k12.wi.us","WI ","1-Regular school","2-No","2-No","43-Rural: Remote",86,"9th Grade","12th Grade",86,0,0,0,0,83,0,3,13.35,6.44,"handbook",97,0,0
"SENIOR HS","Oklahoma","ecphs.k12.ok.us","OK ","1-Regular school","2-No",NA,"43-Rural: Remote",145,"9th Grade","12th Grade",145,10,0,7,0,120,0,8,16.26,8.92,"handbook",83,0,5
"SEQUIM SENIOR HIGH","Washington","www.sequim.k12.wa.us","WA ","1-Regular school","2-No","–","32-Town: Distant",979,"9th Grade","12th Grade",979,18,20,88,8,776,1,68,20.9,46.85,"handbook",79,1,9
"SEQUOYAH HS","Oklahoma","http://www.sequoyaheagles.net","OK ","1-Regular school","2-No",NA,"42-Rural: Distant",450,"9th Grade","12th Grade",450,155,8,12,2,255,0,18,15.44,29.14,"appearance",57,0,3
"SERRANO HIGH","California","www.snowlineschools.com","CA ","1-Regular school","2-No","2-No","41-Rural: Fringe",2231,"9th Grade","12th Grade",2231,8,87,921,133,990,14,78,21.86,102.04,"manual",44,6,41
"SEVASTOPOL HIGH","Wisconsin","www.sevastopol.k12.wi.us","WI ","1-Regular school","2-No","2-No","42-Rural: Distant",180,"9th Grade","12th Grade",180,0,2,12,0,163,0,3,12.48,14.42,"handbook",91,0,7
"SEWARD HIGH SCHOOL","Alaska","http://www.kpbsd.k12.ak.us/","AK ","1-Regular school","2-No","2-No","43-Rural: Remote",178,"9th Grade","12th Grade",178,23,4,9,2,126,0,14,13.56,13.13,"guide",71,1,5
"SHADOW HILLS HIGH","California","www.dsusd.k12.ca.us","CA ","1-Regular school","2-No","2-No","41-Rural: Fringe",2006,"9th Grade","12th Grade",2006,6,31,1627,45,281,3,13,26.9,74.58,"manual",14,2,81
"SHADOW MOUNTAIN HIGH SCHOOL","Arizona","www.pvschools.net","AZ ","1-Regular school","2-No","–","11-City: Large",1366,"9th Grade","12th Grade",1366,17,18,363,69,829,3,67,19.29,70.8,"guide",61,5,27
